"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","Fence","MiscFeature","MiscVal","MoSold","YrSold","SalePrice"
"88",88,160,0,40,3951,1,2,3,2,2,3,2,2,2,4,6,5,2009,2009,3,3,4,5,4,4,3,4,1,0,1,0,612,612,2,5,5,612,612,0,1224,0,2,1,2,1,4,4,3,0,3,2009,2,2,528,3,3,2,0,234,0,0,0,0,1,1,0,1,2009,164500
"89",89,50,1,105,8470,1,2,3,2,2,3,1,1,2,3,3,2,1915,1982,3,3,1,3,3,3,2,2,1,0,1,0,1013,1013,2,3,2,1013,0,513,1526,0,1,0,2,1,2,6,3,0,1,1937,1,0,0,1,1,1,0,0,156,0,0,0,1,1,0,1,2009,85000
"90",90,20,2,60,8070,1,2,3,3,2,3,2,2,2,1,4,5,1994,1995,3,3,1,4,4,4,3,2,6,588,1,0,402,990,2,5,5,990,0,0,990,0,1,0,3,1,3,5,3,0,1,1926,1,0,0,1,1,2,0,0,0,0,0,0,1,1,0,1,2007,123600
"91",91,20,2,60,7200,1,2,3,3,2,3,2,2,2,1,4,5,1950,1950,5,2,1,4,4,1,1,2,1,0,1,0,0,0,2,3,5,1040,0,0,1040,0,1,0,2,1,3,4,3,0,3,1950,1,2,420,3,3,2,0,29,0,0,0,0,1,1,0,1,2006,109900
"92",92,20,2,85,8500,1,2,3,3,2,3,2,2,2,1,5,3,1961,1961,2,2,2,4,4,3,3,2,2,600,1,0,635,1235,2,3,5,1235,0,0,1235,0,1,0,2,1,3,6,3,0,5,1961,1,2,480,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,98600
"93",93,30,2,80,13360,1,3,3,3,2,3,2,2,2,1,5,7,1921,2006,2,2,1,4,5,4,3,2,5,713,1,0,163,876,2,5,5,964,0,0,964,0,1,0,2,1,3,5,3,0,3,1921,1,2,432,3,3,2,0,0,44,0,0,0,1,1,0,1,2009,163500
"94",94,190,1,60,7200,1,2,3,2,2,3,2,2,1,5,6,6,1910,1998,2,2,1,4,4,3,2,3,2,1046,1,0,168,1214,2,5,2,1260,1031,0,2291,1,2,0,4,2,3,9,3,1,3,1900,1,2,506,3,3,2,0,0,0,0,99,0,1,1,0,1,2007,133900
"95",95,60,2,69,9337,1,2,3,3,2,3,2,2,2,4,6,5,1997,1997,3,3,1,4,5,4,3,2,6,648,1,0,176,824,2,5,5,905,881,0,1786,0,2,1,3,1,4,7,3,0,5,1997,2,2,684,3,3,2,0,162,0,0,0,0,1,1,0,1,2007,204750
"96",96,60,2,60,9765,1,2,3,2,2,3,2,2,2,4,6,8,1993,1993,3,3,4,7,5,4,4,2,5,310,1,0,370,680,2,4,5,680,790,0,1470,0,2,1,3,1,3,6,3,1,5,1993,4,2,420,3,3,2,232,63,0,0,0,0,1,1,480,1,2009,185000
"97",97,20,2,78,10264,1,2,3,3,2,3,2,2,2,1,7,5,1999,1999,3,3,4,5,4,4,3,4,5,1162,1,0,426,1588,2,5,5,1588,0,0,1588,0,2,0,3,1,4,6,3,0,5,1999,2,2,472,3,3,2,158,29,0,0,0,0,1,1,0,1,2006,214000
"98",98,20,2,73,10921,1,3,3,3,2,3,2,2,2,1,4,5,1965,1965,2,2,4,4,4,3,3,2,2,520,1,0,440,960,2,3,5,960,0,0,960,0,1,0,3,1,3,6,3,0,5,1965,4,1,432,3,3,1,120,0,0,0,0,0,1,1,0,1,2007,94750
"99",99,30,2,85,10625,1,2,3,2,2,3,2,2,2,1,5,5,1920,1950,2,2,1,4,4,3,3,2,5,108,1,0,350,458,2,2,2,835,0,0,835,0,1,0,2,1,3,5,3,0,3,1920,1,1,366,2,3,2,0,0,77,0,0,0,1,1,400,1,2010,83000
"100",100,20,2,77,9320,1,2,3,3,2,3,2,2,2,1,4,5,1959,1959,3,3,1,4,4,3,3,2,5,569,1,0,381,950,2,2,5,1225,0,0,1225,0,1,1,3,1,3,6,3,0,1,1937,1,0,0,1,1,2,352,0,0,0,0,0,1,1,400,1,2010,128950
"101",101,20,2,43,10603,1,2,3,3,2,3,2,2,2,1,6,7,1977,2001,3,3,4,4,4,3,3,3,5,1200,1,0,410,1610,2,4,5,1610,0,0,1610,0,2,0,3,1,4,6,3,2,5,1977,2,2,480,3,3,2,168,68,0,0,0,0,1,1,0,1,2010,205000
"102",102,60,2,77,9206,1,2,3,3,2,3,2,2,2,4,6,5,1985,1985,2,2,4,5,4,4,3,2,1,0,1,0,741,741,2,3,5,977,755,0,1732,0,2,1,3,1,4,7,3,1,5,1985,4,2,476,3,3,2,192,46,0,0,0,0,1,1,0,1,2010,178000
"103",103,90,2,64,7018,1,1,3,3,2,3,2,2,1,1,5,5,1979,1979,2,2,1,4,3,1,1,2,1,0,1,0,0,0,2,3,5,1535,0,0,1535,0,2,0,4,2,3,8,3,0,5,1979,1,2,410,3,3,2,0,0,0,0,0,0,1,1,0,1,2009,118964
"104",104,20,2,94,10402,1,2,3,2,2,3,2,2,2,1,7,5,2009,2009,3,3,1,4,4,4,3,2,1,0,1,0,1226,1226,2,5,5,1226,0,0,1226,0,2,0,3,1,4,6,3,0,5,2009,2,3,740,3,3,2,0,36,0,0,0,0,1,1,0,1,2010,198900
"105",105,50,3,50,7758,1,2,3,2,2,3,2,2,2,3,7,4,1931,1950,5,5,4,4,3,3,3,2,1,224,1,0,816,1040,2,5,5,1226,592,0,1818,0,1,1,4,1,3,7,3,2,3,1951,1,1,240,3,3,2,0,0,0,0,184,0,1,1,0,1,2007,169500
"106",106,60,0,75,9375,1,2,3,3,2,3,2,2,2,4,8,5,2003,2004,3,3,4,5,4,5,3,2,1,0,1,0,1053,1053,2,5,5,1053,939,0,1992,0,2,1,3,1,4,9,3,1,5,2003,2,2,648,3,3,2,140,45,0,0,0,0,1,1,0,1,2008,250000
"107",107,30,3,60,10800,1,2,3,3,2,3,2,2,2,1,4,7,1885,1995,3,3,1,4,4,2,3,2,1,0,1,0,641,641,2,4,5,1047,0,0,1047,0,1,0,2,1,3,6,3,0,3,1954,1,1,273,2,2,1,0,0,0,0,0,0,1,1,450,1,2007,100000
"108",108,20,3,50,6000,1,2,3,3,2,3,2,2,2,1,5,5,1948,1950,3,3,1,4,4,3,3,2,5,104,3,169,516,789,2,5,5,789,0,0,789,0,1,0,2,1,3,5,3,0,3,1948,1,1,250,3,3,2,0,0,0,0,0,0,1,1,0,1,2008,115000
"109",109,50,3,85,8500,1,2,3,2,2,3,1,2,2,3,5,7,1919,2005,2,2,1,4,4,3,3,2,1,0,1,0,793,793,2,3,2,997,520,0,1517,0,2,0,3,1,2,7,3,0,1,1937,1,0,0,1,1,1,0,0,144,0,0,0,1,1,0,1,2007,115000
"110",110,20,2,105,11751,1,2,3,3,2,3,2,2,2,1,6,6,1977,1977,3,3,4,4,4,4,3,2,3,705,1,0,1139,1844,2,5,5,1844,0,0,1844,0,2,0,3,1,3,7,3,1,5,1977,2,2,546,3,3,2,0,122,0,0,0,0,1,1,0,1,2010,190000
"111",111,50,2,75,9525,1,2,3,3,2,3,2,2,2,3,6,4,1954,1972,2,2,1,4,4,3,2,2,2,444,1,0,550,994,2,4,5,1216,639,0,1855,0,2,0,4,1,3,7,3,0,5,1954,1,1,325,3,3,2,182,0,0,0,0,0,1,1,0,1,2006,136900
"112",112,80,2,52,7750,1,2,3,3,2,3,2,2,2,1,7,5,2000,2000,3,3,1,4,4,4,3,2,6,250,1,0,134,384,2,5,5,774,656,0,1430,0,2,1,3,1,3,7,3,1,5,2000,4,2,400,3,3,2,180,0,0,0,0,0,1,1,0,1,2010,180000
"113",113,60,2,77,9965,1,2,3,3,2,3,2,2,2,4,7,5,2007,2007,3,3,4,5,4,5,3,4,6,984,1,0,280,1264,2,5,5,1282,1414,0,2696,0,2,1,4,1,5,10,3,1,5,2007,4,3,792,3,3,2,120,184,0,0,168,0,1,1,0,1,2007,383970
"114",114,20,2,77,21000,1,1,3,2,2,3,2,2,2,1,6,5,1953,1953,2,2,4,4,5,4,3,3,5,35,2,869,905,1809,2,3,5,2259,0,0,2259,0,2,0,3,1,4,7,3,2,3,1953,1,2,450,3,3,2,166,120,192,0,0,0,1,1,0,1,2007,217000
"115",115,70,2,61,7259,1,2,3,3,1,3,2,2,2,4,6,8,1945,2002,2,2,1,4,4,3,3,2,5,774,1,150,104,1028,2,5,5,1436,884,0,2320,0,2,1,3,1,4,9,3,1,3,1945,1,1,180,3,3,2,224,0,0,0,0,0,1,1,0,1,2007,259500
"116",116,160,0,34,3230,1,2,3,2,2,3,2,2,2,4,6,5,1999,1999,2,2,4,4,4,4,3,2,6,419,1,0,310,729,2,4,5,729,729,0,1458,0,2,1,2,1,3,5,3,1,3,1999,1,2,440,3,3,2,0,32,0,0,0,0,1,1,0,1,2007,176000
"117",117,20,2,140,11616,1,2,3,3,2,3,2,2,2,1,5,5,1962,1962,2,2,4,4,4,3,3,2,1,170,3,670,252,1092,2,3,5,1092,0,0,1092,1,1,0,3,1,3,6,3,1,5,1962,1,1,288,3,3,2,0,20,144,0,0,0,1,1,0,1,2009,139000
"118",118,20,2,74,8536,1,2,3,2,2,3,2,2,2,1,5,5,2006,2007,3,3,1,4,4,4,3,2,1,0,1,0,1125,1125,2,4,5,1125,0,0,1125,0,1,1,2,1,3,5,3,0,5,2007,1,2,430,3,3,2,80,64,0,0,0,0,1,1,0,1,2007,155000
"119",119,60,2,90,12376,1,2,3,2,2,3,2,2,2,4,7,5,1990,1990,3,3,1,4,4,4,3,3,6,1470,1,0,203,1673,2,4,5,1699,1523,0,3222,0,3,0,5,1,4,11,3,2,5,1990,1,3,594,3,3,2,367,0,0,0,0,0,1,1,0,1,2010,320000
"120",120,60,2,65,8461,1,2,3,3,2,3,2,2,2,4,6,5,2005,2006,3,3,1,5,4,4,3,2,1,0,1,0,728,728,2,5,5,728,728,0,1456,0,2,1,3,1,4,8,3,1,5,2005,4,2,390,3,3,2,0,24,0,0,0,0,1,1,0,1,2006,163990
"121",121,80,2,52,21453,1,0,3,4,0,3,2,2,2,1,6,5,1969,1969,3,3,1,4,4,3,3,5,5,938,1,0,0,938,2,5,5,988,0,0,988,0,1,0,1,1,3,4,3,2,5,1969,1,2,540,3,3,2,0,130,0,130,0,0,1,1,0,1,2006,180000
"122",122,50,3,50,6060,1,2,3,3,2,3,2,2,2,3,4,5,1939,1950,3,3,1,4,4,3,3,2,1,0,1,0,732,732,2,4,5,772,351,0,1123,0,1,0,3,1,3,4,3,0,3,1979,1,1,264,3,3,1,0,0,140,0,0,0,1,1,0,1,2007,100000
"123",123,20,2,75,9464,1,2,3,2,2,3,2,2,2,1,6,7,1958,1958,2,2,4,4,5,3,3,2,3,570,1,0,510,1080,2,4,5,1080,0,0,1080,0,1,0,3,1,3,5,3,0,5,1958,1,1,288,3,3,2,0,0,0,0,130,0,1,1,0,1,2008,136000
"124",124,120,2,55,7892,1,2,3,3,2,3,2,2,2,1,6,5,1993,1993,3,3,1,5,4,4,3,2,6,300,1,0,899,1199,2,5,5,1199,0,0,1199,0,2,0,2,1,4,5,3,0,5,1993,2,2,530,3,3,2,0,63,0,0,0,0,1,1,0,1,2008,153900
"125",125,20,2,48,17043,1,2,3,4,2,3,2,2,2,1,6,5,1979,1998,2,2,1,4,5,4,2,2,1,0,1,0,1362,1362,2,3,5,1586,0,0,1586,0,2,0,3,1,3,7,3,1,5,1979,1,2,435,3,3,2,192,0,0,0,0,0,1,1,0,1,2009,181000
"126",126,190,3,60,6780,1,2,3,3,2,3,2,2,1,3,6,8,1935,1982,2,2,1,4,3,3,3,4,6,490,1,0,30,520,2,4,2,520,0,234,754,0,1,0,2,1,3,5,3,0,1,1916,1,0,0,1,1,1,53,0,0,0,0,0,1,1,0,1,2006,84500
"127",127,120,2,50,4928,1,2,3,3,2,3,2,2,2,1,6,5,1976,1976,3,3,1,4,4,4,3,2,5,120,1,0,958,1078,2,3,5,958,0,0,958,0,2,0,2,1,3,5,3,1,5,1977,2,2,440,3,3,2,0,205,0,0,0,0,1,1,0,1,2007,128000
"128",128,45,3,55,4388,1,1,3,3,2,3,1,2,2,2,5,7,1930,1950,2,2,1,4,5,3,3,2,1,116,1,0,556,672,2,5,5,840,0,0,840,0,1,0,3,1,3,5,3,1,1,1930,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,2007,87000
"129",129,60,2,69,7590,1,2,3,3,2,3,3,2,2,4,6,5,1966,1966,3,3,4,4,4,3,3,2,3,512,1,0,148,660,2,3,5,660,688,0,1348,0,1,1,3,1,3,6,3,1,5,1966,2,2,453,3,3,2,188,108,0,0,0,0,1,1,0,1,2006,155000
"130",130,20,2,69,8973,1,2,3,3,2,3,2,2,2,1,5,7,1958,1991,3,3,4,4,4,3,3,2,2,567,3,28,413,1008,2,3,5,1053,0,0,1053,1,1,1,3,1,5,6,3,0,5,1998,2,2,750,3,3,2,0,80,0,180,0,0,1,1,0,1,2006,150000
"131",131,60,2,88,14200,1,2,3,2,2,3,2,2,2,4,7,6,1966,1966,2,2,4,4,4,3,3,2,2,445,1,0,479,924,2,5,5,1216,941,0,2157,0,2,1,4,1,4,8,3,2,5,1966,4,2,487,3,3,2,105,66,0,0,0,0,2,1,0,1,2006,226000
"132",132,60,2,89,12224,1,2,3,2,2,3,2,2,2,4,6,5,2000,2000,3,3,4,5,4,4,3,2,6,695,1,0,297,992,2,5,5,1022,1032,0,2054,0,2,1,3,1,4,7,3,1,5,2000,2,2,390,3,3,2,24,48,0,0,0,0,1,1,0,1,2009,244000
"133",133,20,2,75,7388,1,2,3,2,2,3,2,2,2,1,5,6,1959,2002,2,2,1,4,4,3,3,2,2,405,1,0,658,1063,2,4,5,1327,0,0,1327,0,1,0,3,1,4,7,3,0,3,1974,1,2,624,3,3,2,0,0,0,0,0,0,1,1,0,1,2007,150750
"134",134,20,2,50,6853,1,2,3,3,2,3,2,2,2,1,8,5,2001,2002,3,3,4,5,4,5,3,2,6,1005,1,0,262,1267,2,5,5,1296,0,0,1296,0,2,0,2,1,4,6,3,0,5,2001,4,2,471,3,3,2,192,25,0,0,0,0,1,1,0,1,2009,220000
"135",135,20,2,78,10335,1,2,3,3,2,3,2,2,2,1,5,6,1968,1993,3,3,1,4,4,3,3,2,2,570,1,0,891,1461,2,4,5,1721,0,0,1721,0,2,1,3,1,3,7,2,1,5,1968,2,2,440,3,3,2,0,96,180,0,0,0,1,1,0,1,2006,180000
"136",136,20,2,80,10400,1,2,3,3,2,3,2,2,2,1,7,6,1970,1970,3,3,4,4,4,3,3,2,1,0,1,0,1304,1304,2,4,5,1682,0,0,1682,0,2,0,3,1,3,7,3,1,5,1970,1,2,530,3,3,2,98,0,0,0,0,0,1,1,0,1,2008,174000
"137",137,20,2,75,10355,1,2,3,2,2,3,2,2,2,1,5,5,1967,1967,2,2,4,4,4,3,3,2,3,695,1,0,519,1214,2,3,5,1214,0,0,1214,0,2,0,3,1,3,5,3,1,5,1967,2,1,318,3,3,2,0,111,0,0,0,0,1,1,0,1,2007,143000
"138",138,90,2,82,11070,1,2,3,3,2,3,2,2,1,1,7,5,1988,1989,3,3,4,4,4,3,3,2,1,0,1,0,1907,1907,2,4,5,1959,0,0,1959,0,3,0,5,2,3,9,3,0,5,1989,1,3,766,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,171000
"139",139,60,2,73,9066,1,2,3,3,2,3,2,2,2,4,8,5,1999,2000,3,3,4,5,4,4,3,3,6,668,1,0,336,1004,2,5,5,1004,848,0,1852,0,2,1,3,1,4,7,3,2,5,1999,4,3,660,3,3,2,224,106,0,0,0,0,2,1,0,1,2008,230000
"140",140,60,2,65,15426,1,2,3,3,2,3,2,2,2,4,6,5,1997,1997,3,3,1,4,4,4,3,2,6,821,1,0,107,928,2,5,5,928,836,0,1764,0,2,1,3,1,4,7,3,0,5,1997,2,2,470,3,3,2,276,99,0,0,0,0,1,1,0,1,2009,231500
"141",141,20,2,70,10500,1,2,3,1,2,3,2,2,2,1,4,5,1971,1971,2,2,1,4,4,3,3,2,5,432,1,0,432,864,2,3,5,864,0,0,864,0,1,0,3,1,3,5,3,1,1,1926,1,0,0,1,1,2,0,0,0,0,0,0,1,1,0,1,2010,115000
"142",142,20,2,78,11645,1,2,3,3,2,3,2,2,2,1,7,5,2005,2005,3,3,1,5,4,4,3,4,6,1300,1,0,434,1734,2,5,5,1734,0,0,1734,0,2,0,3,1,4,7,3,0,5,2005,4,2,660,3,3,2,160,24,0,0,0,0,1,1,0,1,2006,260000
"143",143,50,2,71,8520,1,2,3,2,2,3,1,2,2,3,5,4,1952,1952,5,2,1,4,3,3,3,2,2,507,1,0,403,910,2,2,5,910,475,0,1385,0,2,0,4,1,3,6,3,0,3,2000,1,2,720,3,3,2,0,0,0,0,0,0,1,1,0,1,2010,166000
"144",144,20,2,78,10335,1,2,3,3,2,3,2,2,2,1,7,5,1999,1999,3,3,4,5,4,4,3,5,6,679,1,0,811,1490,2,5,5,1501,0,0,1501,0,2,0,3,1,4,6,3,0,5,1999,2,2,577,3,3,2,144,29,0,0,0,0,1,1,0,1,2009,204000
"145",145,90,3,70,9100,1,2,3,3,2,3,0,2,1,1,5,5,1963,1963,2,2,4,4,4,3,3,2,2,1332,1,0,396,1728,2,3,5,1728,0,0,1728,0,2,0,6,2,3,10,3,0,3,1963,1,2,504,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,125000
"146",146,160,3,24,2522,1,2,3,3,2,3,2,2,1,4,6,5,2004,2006,3,3,4,5,4,4,3,2,1,0,1,0,970,970,2,5,5,970,739,0,1709,0,2,0,3,1,4,7,2,0,3,2004,1,2,380,3,3,2,0,40,0,0,0,0,1,1,0,1,2006,130000
"147",147,30,3,51,6120,1,2,3,2,2,3,2,2,2,1,5,7,1931,1993,2,2,1,4,4,3,3,2,3,209,1,0,506,715,2,3,5,875,0,0,875,0,1,0,2,1,3,5,3,0,3,1931,1,1,180,2,3,2,48,0,0,0,0,0,1,1,0,1,2009,105000
"148",148,60,2,60,9505,1,2,3,4,2,3,2,2,2,4,7,5,2001,2001,3,3,4,5,4,4,3,2,1,0,1,0,884,884,2,5,5,884,1151,0,2035,0,2,1,3,1,4,8,3,1,5,2001,4,2,434,3,3,2,144,48,0,0,0,0,1,1,0,1,2010,222500
"149",149,20,2,63,7500,1,2,3,3,2,3,2,2,2,1,7,5,2004,2005,3,3,4,4,4,4,3,2,6,680,1,0,400,1080,2,5,5,1080,0,0,1080,0,1,0,3,1,4,6,3,0,1,1937,1,0,0,1,1,2,0,0,0,0,0,0,1,1,0,1,2008,141000
"150",150,50,3,70,6240,1,2,3,3,2,3,2,2,2,3,5,4,1936,1950,2,2,1,4,4,4,3,2,1,0,1,0,896,896,2,4,5,896,448,0,1344,0,1,0,3,1,3,7,3,0,3,1936,1,1,240,2,3,2,200,114,0,0,0,0,1,1,0,1,2006,115000
"151",151,20,2,120,10356,1,2,3,2,2,3,2,2,2,1,5,6,1975,1975,2,2,1,4,4,3,3,4,3,716,1,0,253,969,2,3,5,969,0,0,969,0,1,1,3,1,3,5,3,0,5,1975,1,2,440,3,3,2,0,0,0,0,0,0,1,1,0,1,2007,122000
"152",152,20,2,107,13891,1,2,3,3,2,3,2,2,2,1,8,5,2007,2008,3,3,4,5,4,5,3,5,6,1400,1,0,310,1710,2,5,5,1710,0,0,1710,0,2,0,2,1,4,6,3,1,5,2007,2,3,866,3,3,2,0,102,0,0,0,0,1,1,0,1,2008,372402
"153",153,60,2,65,14803,1,2,3,4,2,3,2,2,2,4,6,5,1971,1971,2,2,4,4,4,3,3,2,2,416,1,0,409,825,2,4,5,1097,896,0,1993,0,2,1,4,1,3,8,3,1,5,1971,2,2,495,3,3,2,0,66,0,0,0,0,1,1,0,1,2006,190000
"154",154,20,2,65,13500,1,2,3,3,2,3,2,2,2,1,6,7,1960,1975,5,3,1,4,4,4,3,5,3,429,5,1080,93,1602,2,4,5,1252,0,0,1252,0,1,0,1,1,3,4,3,1,5,1960,2,2,564,3,3,2,409,0,0,0,0,0,1,1,0,1,2008,235000
"155",155,30,3,84,11340,1,2,3,2,2,3,2,2,2,1,6,5,1923,1950,2,2,1,4,4,3,3,2,1,0,1,0,1200,1200,2,3,5,1200,0,0,1200,0,1,0,4,1,3,7,3,0,3,1923,1,1,312,2,2,2,0,0,228,0,0,0,1,1,0,1,2006,125000
"156",156,50,2,60,9600,1,2,3,2,2,3,1,2,2,3,6,5,1924,1950,2,2,1,4,4,3,3,2,1,0,1,0,572,572,1,2,2,572,524,0,1096,0,1,0,2,1,3,5,3,0,1,1910,1,0,0,1,1,1,0,8,128,0,0,0,1,1,0,1,2008,79000
"157",157,20,2,60,7200,1,2,3,3,2,3,2,2,2,1,5,7,1950,1950,2,2,1,4,4,1,1,2,1,0,1,0,0,0,2,3,5,1040,0,0,1040,0,1,0,2,1,3,5,3,0,3,1950,1,2,625,3,3,2,0,0,0,0,0,0,1,1,0,1,2006,109500
"158",158,60,2,92,12003,1,2,3,2,2,3,2,2,2,4,8,5,2009,2010,3,3,4,5,4,5,3,2,1,0,1,0,774,774,2,5,5,774,1194,0,1968,0,2,1,4,1,5,8,3,1,5,2009,4,3,680,3,3,2,0,75,0,0,0,0,1,1,0,1,2010,269500
"159",159,60,0,100,12552,1,2,3,2,2,3,2,2,2,4,7,5,2004,2005,3,3,1,5,4,4,3,2,6,222,1,0,769,991,2,5,5,991,956,0,1947,0,2,1,3,1,4,8,3,1,5,2004,2,2,678,3,3,2,0,136,0,0,0,0,1,1,0,1,2010,254900
"160",160,60,2,134,19378,1,3,3,2,2,3,2,2,2,4,7,5,2005,2006,3,3,4,5,4,4,3,3,6,57,1,0,1335,1392,2,5,5,1392,1070,0,2462,0,2,1,4,1,4,9,3,1,5,2006,2,2,576,3,3,2,239,132,0,168,0,0,1,1,0,1,2006,320000
"161",161,20,2,85,11120,1,2,3,4,2,3,2,2,2,1,6,6,1984,1984,3,3,1,4,4,4,3,2,3,660,1,0,572,1232,2,3,5,1232,0,0,1232,0,2,0,3,1,3,6,3,0,5,1984,1,2,516,3,3,2,0,0,0,0,0,0,1,1,0,1,2008,162500
"162",162,60,2,110,13688,1,2,3,3,2,3,2,2,2,4,9,5,2003,2004,3,3,4,5,4,5,3,4,6,1016,1,0,556,1572,2,5,5,1572,1096,0,2668,0,2,1,3,1,5,10,3,2,5,2003,4,3,726,3,3,2,400,0,0,0,0,0,1,1,0,1,2008,412500
"163",163,20,2,95,12182,1,2,3,2,2,3,2,2,2,1,7,5,2005,2005,3,3,4,5,4,4,3,3,3,1201,1,0,340,1541,2,5,5,1541,0,0,1541,0,2,0,3,1,4,7,3,1,5,2005,2,2,532,3,3,2,0,70,0,0,0,0,1,1,0,1,2010,220000
"164",164,45,2,55,5500,1,2,3,3,2,3,2,2,2,2,4,6,1956,1956,2,2,1,4,4,3,3,2,1,0,1,0,882,882,2,5,5,882,0,0,882,0,1,0,1,1,3,4,3,0,1,1926,1,0,0,1,1,2,0,0,0,0,0,0,1,1,0,1,2007,103200
"165",165,40,3,40,5400,1,2,3,2,2,3,2,2,2,1,6,7,1926,2004,2,2,1,4,5,3,3,3,1,370,1,0,779,1149,2,4,5,1149,467,0,1616,0,2,0,3,1,4,5,3,0,3,1926,1,1,216,3,3,2,0,0,183,0,0,0,1,1,0,1,2007,152000
"166",166,190,2,62,10106,1,2,3,3,2,3,2,2,1,3,5,7,1940,1999,2,2,1,4,5,3,3,2,5,351,2,181,112,644,2,4,5,808,547,0,1355,0,2,0,4,2,3,6,3,0,1,1916,1,0,0,1,1,2,140,0,0,0,0,0,1,1,0,1,2008,127500
"167",167,20,2,82,10708,1,2,3,3,2,3,2,2,2,1,5,5,1955,1993,2,2,1,5,4,3,3,2,1,379,3,768,470,1617,2,5,5,1867,0,0,1867,0,1,0,2,1,3,7,3,3,5,1955,4,1,303,3,3,2,476,0,0,0,142,0,1,1,0,1,2009,190000
"168",168,60,2,86,10562,1,2,3,3,2,3,2,2,2,4,8,5,2007,2007,3,3,4,5,4,5,3,2,6,1288,1,0,294,1582,2,5,5,1610,551,0,2161,0,1,1,3,1,5,8,3,1,5,2007,4,3,789,3,3,2,178,120,0,0,0,0,1,1,0,1,2007,325624
"169",169,60,2,62,8244,1,2,3,3,2,3,2,2,2,4,7,5,2004,2004,3,3,1,5,4,4,3,2,1,0,1,0,840,840,2,5,5,840,880,0,1720,0,2,1,3,1,4,7,3,1,5,2004,4,2,440,3,3,2,100,48,0,0,0,0,1,1,0,1,2007,183500
"170",170,20,2,80,16669,1,2,3,2,2,3,2,2,2,1,8,6,1981,1981,3,3,4,5,4,4,3,2,1,0,1,0,1686,1686,2,3,5,1707,0,0,1707,0,2,1,2,1,3,6,3,1,5,1981,2,2,511,3,3,2,574,64,0,0,0,0,1,1,0,1,2006,228000
"171",171,50,3,59,12358,1,2,3,3,2,3,1,2,2,3,5,6,1941,1950,2,2,1,4,4,3,3,2,2,360,1,0,360,720,2,3,5,854,0,528,1382,0,1,1,2,1,3,7,3,0,3,1991,1,2,660,3,3,2,237,0,0,0,0,0,1,1,0,1,2007,128500
"172",172,20,2,141,31770,1,2,3,2,2,3,2,2,2,1,6,5,1960,1960,5,3,4,4,4,3,4,5,3,639,1,0,441,1080,2,2,5,1656,0,0,1656,0,1,0,3,1,3,7,3,2,5,1960,4,2,528,3,3,1,210,62,0,0,0,0,1,1,0,1,2010,215000
"173",173,160,2,44,5306,1,2,3,3,2,3,2,2,2,4,7,7,1987,1987,2,2,1,5,5,4,4,2,6,495,2,215,354,1064,2,4,5,1064,703,0,1767,0,2,0,2,1,4,5,3,1,5,1987,2,2,504,4,3,2,441,35,0,0,0,0,1,1,0,1,2006,239000
"174",174,20,2,80,10197,1,2,3,3,2,3,2,2,2,1,6,5,1961,1961,2,2,2,4,4,3,3,2,5,288,2,374,700,1362,2,3,5,1362,0,0,1362,0,1,1,3,1,3,6,3,1,5,1961,1,2,504,3,3,2,0,20,0,0,0,0,1,1,0,1,2008,163000
"175",175,20,2,47,12416,1,2,3,3,2,3,2,2,2,1,6,5,1986,1986,3,3,4,4,4,4,2,2,5,1398,1,208,0,1606,2,3,5,1651,0,0,1651,0,2,0,3,1,3,7,2,1,5,1986,4,2,616,3,3,2,192,0,0,0,0,0,1,1,0,1,2008,184000
"176",176,20,2,84,12615,1,2,3,2,2,3,2,2,2,1,6,7,1950,2001,2,2,1,4,4,3,4,4,5,477,1,0,725,1202,2,3,5,2158,0,0,2158,0,2,0,4,1,4,7,3,1,5,1950,1,2,576,3,3,2,0,29,39,0,0,0,1,1,0,1,2007,243000
"177",177,60,2,97,10029,1,2,3,2,2,3,2,2,2,4,6,5,1988,1989,3,3,4,5,4,4,3,2,6,831,1,0,320,1151,2,3,5,1164,896,0,2060,1,2,1,4,1,3,8,3,1,5,1988,1,2,521,3,3,2,0,228,0,0,192,0,1,1,0,1,2007,211000
